SubsetID,UniqueID,ClassName,SourcePath,TargetPath
000-142,9a95e95e16954914bb861af398af242e,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-142/9a95e95e16954914bb861af398af242e.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/9a95e95e16954914bb861af398af242e.glb
000-032,effe471c624f49cda0f1593966d1f073,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-032/effe471c624f49cda0f1593966d1f073.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/effe471c624f49cda0f1593966d1f073.glb
000-019,dc3fbd9205cf4027a4455d1f415e0478,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-019/dc3fbd9205cf4027a4455d1f415e0478.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/dc3fbd9205cf4027a4455d1f415e0478.glb
000-036,c1222de31eb6474abbdb6b636f8225a4,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-036/c1222de31eb6474abbdb6b636f8225a4.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/c1222de31eb6474abbdb6b636f8225a4.glb
000-097,abe55929c3074a9687c9f7feb2d4b221,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-097/abe55929c3074a9687c9f7feb2d4b221.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/abe55929c3074a9687c9f7feb2d4b221.glb
000-092,281891d0dd6a4affbda7530bed83f846,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-092/281891d0dd6a4affbda7530bed83f846.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/281891d0dd6a4affbda7530bed83f846.glb
000-078,9bca64875950467b884003ed531d59f9,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-078/9bca64875950467b884003ed531d59f9.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/9bca64875950467b884003ed531d59f9.glb
000-035,48016ceb77654dd7af9cd699148afecd,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-035/48016ceb77654dd7af9cd699148afecd.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/48016ceb77654dd7af9cd699148afecd.glb
000-042,3229c85a80374129995bc89f9ccb4546,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-042/3229c85a80374129995bc89f9ccb4546.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/3229c85a80374129995bc89f9ccb4546.glb
000-091,c0a1e0cd1c744f55b5c7df7e8f43eba9,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-091/c0a1e0cd1c744f55b5c7df7e8f43eba9.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/c0a1e0cd1c744f55b5c7df7e8f43eba9.glb
000-094,b88bd1e0b1a54f728eacfbefb51f4517,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-094/b88bd1e0b1a54f728eacfbefb51f4517.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/b88bd1e0b1a54f728eacfbefb51f4517.glb
000-087,a2c7c8916c234d2aaca58423fef01c5b,Christmas_tree,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-087/a2c7c8916c234d2aaca58423fef01c5b.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/Christmas_tree/a2c7c8916c234d2aaca58423fef01c5b.glb
000-079,69f1c0489a144f3c98e66dcfe72b3969,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-079/69f1c0489a144f3c98e66dcfe72b3969.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/69f1c0489a144f3c98e66dcfe72b3969.glb
000-112,f655b8411de94f13acc0439a82b94462,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-112/f655b8411de94f13acc0439a82b94462.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/f655b8411de94f13acc0439a82b94462.glb
000-124,1928920faa8c4a33acdb7c76d37c3cda,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-124/1928920faa8c4a33acdb7c76d37c3cda.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/1928920faa8c4a33acdb7c76d37c3cda.glb
000-114,2723396ce03440ffbf3182139afa0d97,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-114/2723396ce03440ffbf3182139afa0d97.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/2723396ce03440ffbf3182139afa0d97.glb
000-083,eddd78c746734197a81613e10affed89,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-083/eddd78c746734197a81613e10affed89.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/eddd78c746734197a81613e10affed89.glb
000-091,f5ca70f46c5549b8a754ee1abf42af68,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-091/f5ca70f46c5549b8a754ee1abf42af68.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/f5ca70f46c5549b8a754ee1abf42af68.glb
000-023,9f48d7f42afc49f0acc4c3705c0f8bcf,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-023/9f48d7f42afc49f0acc4c3705c0f8bcf.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/9f48d7f42afc49f0acc4c3705c0f8bcf.glb
000-108,c603a9922c6a4e77ab2306590f536ad6,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-108/c603a9922c6a4e77ab2306590f536ad6.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/c603a9922c6a4e77ab2306590f536ad6.glb
000-158,aedb9509ef9347a5b055e02deeadeff7,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-158/aedb9509ef9347a5b055e02deeadeff7.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/aedb9509ef9347a5b055e02deeadeff7.glb
000-033,5b9e8ba19b1b454f82898ac4809f02b2,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-033/5b9e8ba19b1b454f82898ac4809f02b2.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/5b9e8ba19b1b454f82898ac4809f02b2.glb
000-039,124297e7e4574c48b9c1b814b6ddf516,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-039/124297e7e4574c48b9c1b814b6ddf516.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/124297e7e4574c48b9c1b814b6ddf516.glb
000-051,da6d646358d1451fa751f1a9141290a3,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-051/da6d646358d1451fa751f1a9141290a3.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/da6d646358d1451fa751f1a9141290a3.glb
000-132,e2fd51f8ce0141f1bf3bfa2d7b1bf5ef,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-132/e2fd51f8ce0141f1bf3bfa2d7b1bf5ef.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/e2fd51f8ce0141f1bf3bfa2d7b1bf5ef.glb
000-063,705b760277624fe89f660e7e33287708,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-063/705b760277624fe89f660e7e33287708.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/705b760277624fe89f660e7e33287708.glb
000-000,031574a75f51411b9d73c386893ca7a6,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-000/031574a75f51411b9d73c386893ca7a6.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/031574a75f51411b9d73c386893ca7a6.glb
000-089,b4ea7af8484c4c7e98704585b70002e9,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-089/b4ea7af8484c4c7e98704585b70002e9.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/b4ea7af8484c4c7e98704585b70002e9.glb
000-127,4ad79dd647d24b9da9cb9a1232f814ff,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-127/4ad79dd647d24b9da9cb9a1232f814ff.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/4ad79dd647d24b9da9cb9a1232f814ff.glb
000-065,8ab8caf90a0b4d47ac2dc7911febfa66,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-065/8ab8caf90a0b4d47ac2dc7911febfa66.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/8ab8caf90a0b4d47ac2dc7911febfa66.glb
000-036,3fc3c4911f0d4b539b0530d0bea340af,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-036/3fc3c4911f0d4b539b0530d0bea340af.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/3fc3c4911f0d4b539b0530d0bea340af.glb
000-000,01b79647e6e442989fda47ff20cabdc9,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-000/01b79647e6e442989fda47ff20cabdc9.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/01b79647e6e442989fda47ff20cabdc9.glb
000-127,b2fefa6f7af04c18966655d68a458974,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-127/b2fefa6f7af04c18966655d68a458974.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/b2fefa6f7af04c18966655d68a458974.glb
000-097,4a420222ba03428fafdd5279ff0f3056,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-097/4a420222ba03428fafdd5279ff0f3056.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/4a420222ba03428fafdd5279ff0f3056.glb
000-114,0e06763d63f44733b99c06ae18dcb13d,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-114/0e06763d63f44733b99c06ae18dcb13d.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/0e06763d63f44733b99c06ae18dcb13d.glb
000-039,cb4f204b7caf4c20921ae9058c8bc041,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-039/cb4f204b7caf4c20921ae9058c8bc041.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/cb4f204b7caf4c20921ae9058c8bc041.glb
000-089,58fcc949156b4092a2b575fb68b3c1d5,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-089/58fcc949156b4092a2b575fb68b3c1d5.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/58fcc949156b4092a2b575fb68b3c1d5.glb
000-145,81ae47aa25664054830ca39cb9fa071d,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-145/81ae47aa25664054830ca39cb9fa071d.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/81ae47aa25664054830ca39cb9fa071d.glb
000-034,162d252bfe6b4317982ed3436486f02e,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-034/162d252bfe6b4317982ed3436486f02e.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/162d252bfe6b4317982ed3436486f02e.glb
000-135,a2b8eee763a14ffc9685506aeadc377e,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-135/a2b8eee763a14ffc9685506aeadc377e.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/a2b8eee763a14ffc9685506aeadc377e.glb
000-122,155282a31dfb4972b4ae2e3072d281d6,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-122/155282a31dfb4972b4ae2e3072d281d6.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/155282a31dfb4972b4ae2e3072d281d6.glb
000-087,99b2efc222874adc8443672fb734a97a,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-087/99b2efc222874adc8443672fb734a97a.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/99b2efc222874adc8443672fb734a97a.glb
000-045,8a22e1fd8600472597bfe478e7d0c9ba,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-045/8a22e1fd8600472597bfe478e7d0c9ba.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/8a22e1fd8600472597bfe478e7d0c9ba.glb
000-074,f26063c8ca6a438d9e328b28434d1c44,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-074/f26063c8ca6a438d9e328b28434d1c44.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/f26063c8ca6a438d9e328b28434d1c44.glb
000-042,623e5dd0a70a4c20bb1dcd4cd5ef4598,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-042/623e5dd0a70a4c20bb1dcd4cd5ef4598.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/623e5dd0a70a4c20bb1dcd4cd5ef4598.glb
000-137,844c8bc92944471ca525e78dc97da253,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-137/844c8bc92944471ca525e78dc97da253.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/844c8bc92944471ca525e78dc97da253.glb
000-092,ae47fb3d061045569f1089aaabd840ca,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-092/ae47fb3d061045569f1089aaabd840ca.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/ae47fb3d061045569f1089aaabd840ca.glb
000-127,4bf1ba29222b4e9dbc3ec0e2535c6a1e,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-127/4bf1ba29222b4e9dbc3ec0e2535c6a1e.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/4bf1ba29222b4e9dbc3ec0e2535c6a1e.glb
000-151,d8072e417dbd476cadb270e39ad3d7c8,armchair,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-151/d8072e417dbd476cadb270e39ad3d7c8.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armchair/d8072e417dbd476cadb270e39ad3d7c8.glb
000-006,b46803ba0bc64e12b31f832fb761c4e0,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-006/b46803ba0bc64e12b31f832fb761c4e0.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/b46803ba0bc64e12b31f832fb761c4e0.glb
000-004,309ccba7b2cb40a6bfffb89f498fc54c,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-004/309ccba7b2cb40a6bfffb89f498fc54c.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/309ccba7b2cb40a6bfffb89f498fc54c.glb
000-036,66365495cc944181848b3db883865c98,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-036/66365495cc944181848b3db883865c98.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/66365495cc944181848b3db883865c98.glb
000-087,666b7ae891ed4564bc3ac3988d854354,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-087/666b7ae891ed4564bc3ac3988d854354.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/666b7ae891ed4564bc3ac3988d854354.glb
000-044,22e778c9e4604b35be0394b04024f94a,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-044/22e778c9e4604b35be0394b04024f94a.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/22e778c9e4604b35be0394b04024f94a.glb
000-090,17687db0dc1e434f9cba6d5aa71cd030,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-090/17687db0dc1e434f9cba6d5aa71cd030.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/17687db0dc1e434f9cba6d5aa71cd030.glb
000-076,937be548c2374e1d89626ca722b9ea00,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-076/937be548c2374e1d89626ca722b9ea00.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/937be548c2374e1d89626ca722b9ea00.glb
000-049,a48db2885c954586b8436b43d3c7e245,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-049/a48db2885c954586b8436b43d3c7e245.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/a48db2885c954586b8436b43d3c7e245.glb
000-006,6d443f619ecd404a81769c70f447ba86,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-006/6d443f619ecd404a81769c70f447ba86.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/6d443f619ecd404a81769c70f447ba86.glb
000-158,0bb34bd380aa4330bf1542a9045d44e7,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-158/0bb34bd380aa4330bf1542a9045d44e7.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/0bb34bd380aa4330bf1542a9045d44e7.glb
000-070,90a0093f27f04ea19e33591f22910741,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-070/90a0093f27f04ea19e33591f22910741.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/90a0093f27f04ea19e33591f22910741.glb
000-157,dc76cf85a7cf4829a4694d6ba4a570b2,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-157/dc76cf85a7cf4829a4694d6ba4a570b2.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/dc76cf85a7cf4829a4694d6ba4a570b2.glb
000-019,56b25c34c5e34f2c870516ce7af494c4,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-019/56b25c34c5e34f2c870516ce7af494c4.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/56b25c34c5e34f2c870516ce7af494c4.glb
000-093,22fdb2cc40fb4882bb1828a954cc93f9,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-093/22fdb2cc40fb4882bb1828a954cc93f9.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/22fdb2cc40fb4882bb1828a954cc93f9.glb
000-070,669323bcc4544890947260a45f91dc4c,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-070/669323bcc4544890947260a45f91dc4c.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/669323bcc4544890947260a45f91dc4c.glb
000-014,05a035c3347645b8a7ceb6d65f825ac3,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-014/05a035c3347645b8a7ceb6d65f825ac3.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/05a035c3347645b8a7ceb6d65f825ac3.glb
000-089,db1a56f564ec4c2bb20b64e46abeff55,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-089/db1a56f564ec4c2bb20b64e46abeff55.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/db1a56f564ec4c2bb20b64e46abeff55.glb
000-058,94d70baf5c5b4ed8ba836e36c1785258,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-058/94d70baf5c5b4ed8ba836e36c1785258.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/94d70baf5c5b4ed8ba836e36c1785258.glb
000-001,86809e11e6764a21b6b793d4be04fe85,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-001/86809e11e6764a21b6b793d4be04fe85.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/86809e11e6764a21b6b793d4be04fe85.glb
000-062,955cf512b86c4a799aa3ef391d670e55,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-062/955cf512b86c4a799aa3ef391d670e55.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/955cf512b86c4a799aa3ef391d670e55.glb
000-060,f50f5a133d3a48e592c58cbecc32baf7,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-060/f50f5a133d3a48e592c58cbecc32baf7.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/f50f5a133d3a48e592c58cbecc32baf7.glb
000-056,a47c2640adc540fabf6e6708c524bb77,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-056/a47c2640adc540fabf6e6708c524bb77.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/a47c2640adc540fabf6e6708c524bb77.glb
000-048,f59d64661ad2466eab2e588d61750767,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-048/f59d64661ad2466eab2e588d61750767.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/f59d64661ad2466eab2e588d61750767.glb
000-000,0022a3197f9646acbb9041eff2d1f55c,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-000/0022a3197f9646acbb9041eff2d1f55c.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/0022a3197f9646acbb9041eff2d1f55c.glb
000-006,d26b667147a34c90b70fbeee399499fb,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-006/d26b667147a34c90b70fbeee399499fb.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/d26b667147a34c90b70fbeee399499fb.glb
000-121,923aeae6441f448eab9ba5b278c26e6a,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-121/923aeae6441f448eab9ba5b278c26e6a.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/923aeae6441f448eab9ba5b278c26e6a.glb
000-060,8d2a40bb2f3940d3a8d050391327a2de,armoire,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-060/8d2a40bb2f3940d3a8d050391327a2de.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/armoire/8d2a40bb2f3940d3a8d050391327a2de.glb
000-030,f25191a3ed854903834e6be2b8a94062,avocado,/home/add_disk_e/objaverse/hf-objaverse-v1/glbs/000-030/f25191a3ed854903834e6be2b8a94062.glb,/home/fudan248/zhangjinyu/code_repo/PoinTr/data/objaverse/raw_data2/avocado/f25191a3ed854903834e6be2b8a94062.glb
